Accno	Read Status	5' Contig	5' Position	5' Strand	3' Contig 	3' Position	3' Strand
HTU2KLI03F1F6J	Assembled	contig00004	431	-	contig00004	175	+
HTU2KLI03GWKYB	Assembled	contig00033	203	+	contig00026	147	-
HTU2KLI03GX4Z9	Assembled	contig00002	786	-	contig00002	533	+
HTU2KLI03HFV0D	Assembled	contig00002	1351	-	contig00002	1098	+
HTU2KLI03HERY4	Assembled	contig00010	690	-	contig00010	563	+
HTU2KLI03GQQJ0	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03G84AV	Assembled	contig00012	545	+	contig00056	26	-
HTU2KLI03F1LX0	Assembled	contig00004	251	+	contig00004	533	-
HTU2KLI03FVD7U	Singleton
HTU2KLI03FQ98P	Assembled	contig00004	1112	+	contig00033	143	-
HTU2KLI03F0OUC	Assembled	contig00056	34	-	contig00012	545	+
HTU2KLI03F57W1	Assembled	contig00033	125	-	contig00004	990	+
HTU2KLI03FWR8D	Assembled	contig00010	563	+	contig00010	692	-
HTU2KLI03F7HJR	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FSWV3	Assembled	contig00012	545	+	contig00060	1	-
HTU2KLI03GQPA0	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GDNTQ	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GHQXX	Assembled	contig00062	1	-	contig00033	108	+
HTU2KLI03GOMN1	PartiallyAssembled	contig00022	369	-	contig00012	611	+
HTU2KLI03GQOFQ	Assembled	contig00056	30	-	contig00012	545	+
HTU2KLI03FO69B	PartiallyAssembled	contig00003	646	+	contig00003	1002	-
HTU2KLI03GN3VK	Singleton
HTU2KLI03GFYZL	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03HCJPV	Assembled	contig00004	804	+	contig00004	926	-
HTU2KLI03FT28F	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03G4KVX	Assembled	contig00039	166	-	contig00039	1	+
HTU2KLI03FLXZ1	Assembled	contig00004	983	+	contig00059	1	-
HTU2KLI03FNMZK	Assembled	contig00002	721	-	contig00002	488	+
HTU2KLI03G0NL8	PartiallyAssembled	contig00033	158	-	contig00004	1114	+
HTU2KLI03GDZPB	PartiallyAssembled	contig00010	686	-	contig00010	558	+
HTU2KLI03G7EEY	Assembled	contig00001	1323	+	contig00001	1506	-
HTU2KLI03F5SQH	Assembled	contig00056	21	-	contig00012	545	+
HTU2KLI03GA4HV	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GZBC3	Singleton
HTU2KLI03FZ638	Assembled	contig00001	1218	-	contig00001	1067	+
HTU2KLI03F2RLR	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GXMD1	Assembled	contig00001	1346	+	contig00001	1502	-
HTU2KLI03G6ZD7	Assembled	contig00017	264	+	contig00017	412	-
HTU2KLI03HE0O1	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GHL87	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GR6LS	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03GSBVS	Assembled	contig00010	297	-	contig00010	39	+
HTU2KLI03FSNJ5	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GIKPX	Assembled	contig00003	305	-	contig00003	184	+
HTU2KLI03GLMXE	Assembled	contig00012	545	+	contig00056	27	-
HTU2KLI03F6AL9	Assembled	contig00001	1300	+	contig00001	1506	-
HTU2KLI03HABT1	Assembled	contig00022	342	-	contig00022	73	+
HTU2KLI03GOSPG	Assembled	contig00007	447	+	contig00007	565	-
HTU2KLI03HFSS6	Assembled	contig00022	345	-	contig00022	115	+
HTU2KLI03GYBA0	PartiallyAssembled	contig00004	368	-	contig00004	1	+
HTU2KLI03GOLVN	Assembled	contig00012	545	+	contig00056	24	-
HTU2KLI03GDLD5	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03F40OF	PartiallyAssembled	contig00002	797	-	contig00002	399	+
HTU2KLI03FI9KT	Assembled	contig00012	545	+	contig00060	1	-
HTU2KLI03G8NIK	Assembled	contig00056	24	-	contig00012	545	+
HTU2KLI03F94TS	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03FUJ3G	Assembled	contig00033	215	+	contig00026	238	-
HTU2KLI03HGEQP	Assembled	contig00001	1186	-	contig00001	1070	+
HTU2KLI03GDS1B	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FXFGL	Assembled	contig00033	216	+	contig00026	224	-
HTU2KLI03F92IT	Assembled	contig00004	939	+	contig00033	3	-
HTU2KLI03GKU8P	Singleton
HTU2KLI03HFHSP	Assembled	contig00004	1110	+	contig00026	3	-
HTU2KLI03GM093	Assembled	contig00021	400	+	contig00050	131	-
HTU2KLI03FRHOP	Assembled	contig00055	69	+	contig00033	215	+
HTU2KLI03GWX74	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FJJZB	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03F80IO	Singleton
HTU2KLI03FKUX3	Assembled	contig00001	1239	+	contig00001	1375	-
HTU2KLI03GOUH2	Assembled	contig00022	347	-	contig00022	73	+
HTU2KLI03GFRNK	Assembled	contig00001	1186	-	contig00001	1070	+
HTU2KLI03F25Y8	Assembled	contig00014	312	+	contig00014	399	-
HTU2KLI03GWTH7	PartiallyAssembled	contig00055	67	+	contig00033	277	+
HTU2KLI03FIVDG	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03FOJUA	Assembled	contig00002	1103	+	contig00002	1314	-
HTU2KLI03G5ISW	Singleton
HTU2KLI03GSQBV	Assembled	contig00013	447	+	contig00013	634	-
HTU2KLI03GOVB4	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03GKYIJ	Assembled	contig00022	344	-	contig00022	75	+
HTU2KLI03GYZTP	Assembled	contig00002	1310	-	contig00002	1168	+
HTU2KLI03GSBAI	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GJ15H	Assembled	contig00002	1104	+	contig00002	1319	-
HTU2KLI03G3X9A	Assembled	contig00012	545	+	contig00057	5	-
HTU2KLI03GMDOH	Assembled	contig00004	926	-	contig00004	765	+
HTU2KLI03F3XSQ	Assembled	contig00004	42	+	contig00004	372	-
HTU2KLI03F9J67	Assembled	contig00004	1112	+	contig00033	282	-
HTU2KLI03FSM8L	Assembled	contig00002	1065	-	contig00002	869	+
HTU2KLI03FLZIH	Assembled	contig00029	129	+	contig00029	305	-
HTU2KLI03F2TF8	Singleton
HTU2KLI03F7NF5	Assembled	contig00002	386	+	contig00002	616	-
HTU2KLI03G6HJQ	Assembled	contig00002	871	+	contig00002	1125	-
HTU2KLI03F6I7K	Singleton
HTU2KLI03FL9T1	Assembled	contig00012	635	-	contig00012	545	+
HTU2KLI03GJAZL	Assembled	contig00002	951	-	contig00002	690	+
HTU2KLI03FSK4L	Assembled	contig00010	563	+	contig00010	692	-
HTU2KLI03FTBR2	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03F0HU7	Singleton
HTU2KLI03FL51V	Assembled	contig00026	2	-	contig00004	1114	+
HTU2KLI03FZA4W	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FJFS3	PartiallyAssembled	contig00002	1013	-	contig00002	658	+
HTU2KLI03FRZ3O	PartiallyAssembled	contig00004	914	+	contig00059	1	-
HTU2KLI03GUWGU	Assembled	contig00010	217	-	contig00010	75	+
HTU2KLI03HAGRL	PartiallyAssembled	contig00040	118	-	contig00040	2	+
HTU2KLI03FNVNM	Assembled	contig00022	73	+	contig00022	349	-
HTU2KLI03F8NB5	Assembled	contig00001	1066	+	contig00001	1183	-
HTU2KLI03G8O9Y	Assembled	contig00007	444	+	contig00007	573	-
HTU2KLI03GDG9Q	Assembled	contig00001	1070	+	contig00001	1186	-
HTU2KLI03GK50R	Assembled	contig00017	410	-	contig00017	185	+
HTU2KLI03FYBG2	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GK062	Assembled	contig00001	1066	+	contig00001	1185	-
HTU2KLI03G8SSA	Assembled	contig00002	1310	-	contig00002	1100	+
HTU2KLI03G4F0A	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GO6QL	Assembled	contig00004	989	+	contig00033	125	-
HTU2KLI03F6DCC	Assembled	contig00012	545	+	contig00060	1	-
HTU2KLI03GRU6Q	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GKCYI	PartiallyAssembled	contig00059	5	+	contig00026	2	-
HTU2KLI03GIP4U	PartiallyAssembled	contig00002	677	+	contig00002	999	-
HTU2KLI03GAAVG	Singleton
HTU2KLI03HDX0X	Assembled	contig00002	884	-	contig00002	450	+
HTU2KLI03FN5FO	Assembled	contig00002	649	+	contig00002	883	-
HTU2KLI03G1MSW	Assembled	contig00004	877	+	contig00033	3	-
HTU2KLI03G0FNH	Assembled	contig00002	8	+	contig00002	311	-
HTU2KLI03F0EOQ	Assembled	contig00022	174	+	contig00022	344	-
HTU2KLI03F11I4	Assembled	contig00002	1019	-	contig00002	660	+
HTU2KLI03FN0SW	Assembled	contig00033	57	-	contig00004	990	+
HTU2KLI03G9HH0	Assembled	contig00002	489	+	contig00002	800	-
HTU2KLI03GJS0Z	Assembled	contig00002	1161	+	contig00002	1321	-
HTU2KLI03GRBOY	Assembled	contig00004	1107	+	contig00033	287	-
HTU2KLI03HDF6S	PartiallyAssembled	contig00004	873	+	contig00058	2	-
HTU2KLI03HDZLT	Assembled	contig00010	571	+	contig00010	638	-
HTU2KLI03G2E4U	Assembled	contig00012	539	+	contig00022	266	-
HTU2KLI03GF2PP	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03G8OHO	Assembled	contig00001	1185	-	contig00001	1067	+
HTU2KLI03FSJ65	Assembled	contig00056	22	-	contig00012	545	+
HTU2KLI03GMHQS	Assembled	contig00039	166	-	contig00039	1	+
HTU2KLI03GBEXR	Assembled	contig00004	531	-	contig00004	369	+
HTU2KLI03GXF71	PartiallyAssembled	contig00002	1376	-	contig00002	1105	+
HTU2KLI03G8JQ1	Assembled	contig00010	530	-	contig00010	347	+
HTU2KLI03GJU2A	Singleton
HTU2KLI03GC09J	Assembled	contig00022	369	-	contig00022	114	+
HTU2KLI03G9ILE	Assembled	contig00002	533	+	contig00002	731	-
HTU2KLI03FQGXW	Assembled	contig00007	566	-	contig00007	450	+
HTU2KLI03G6G6V	Assembled	contig00051	8	+	contig00051	124	-
HTU2KLI03HG0Q2	Assembled	contig00002	569	-	contig00002	397	+
HTU2KLI03FTG8I	Assembled	contig00002	884	-	contig00002	462	+
HTU2KLI03F00GD	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GLIY5	Assembled	contig00002	1317	-	contig00002	964	+
HTU2KLI03GS2TO	Assembled	contig00056	29	-	contig00012	545	+
HTU2KLI03G11KG	Assembled	contig00009	470	-	contig00009	220	+
HTU2KLI03FLZ60	PartiallyAssembled	contig00012	628	-	contig00012	545	+
HTU2KLI03F1F1D	Assembled	contig00022	373	-	contig00022	121	+
HTU2KLI03F6ABB	Assembled	contig00007	449	+	contig00007	568	-
HTU2KLI03GBXEQ	Assembled	contig00002	969	+	contig00002	1310	-
HTU2KLI03FPNCR	Assembled	contig00012	640	-	contig00012	563	+
HTU2KLI03G03Y7	Assembled	contig00010	563	+	contig00010	694	-
HTU2KLI03GI5QB	Outlier
HTU2KLI03GO43C	Assembled	contig00056	30	-	contig00012	545	+
HTU2KLI03FV95T	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03FQT0A	Assembled	contig00004	987	+	contig00059	8	-
HTU2KLI03HGXJB	Assembled	contig00002	694	+	contig00002	809	-
HTU2KLI03G53E7	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03HFL1W	Assembled	contig00033	215	+	contig00026	240	-
HTU2KLI03FTB7T	Assembled	contig00017	411	-	contig00017	280	+
HTU2KLI03F66UH	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03FOGU8	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03F3E1O	Assembled	contig00056	30	-	contig00012	545	+
HTU2KLI03FYN20	Assembled	contig00012	545	+	contig00056	54	-
HTU2KLI03FU5RF	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GELE2	Assembled	contig00051	8	+	contig00051	124	-
HTU2KLI03GIG3J	Assembled	contig00022	73	+	contig00022	344	-
HTU2KLI03HE7G1	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FMX7C	Assembled	contig00017	412	-	contig00017	264	+
HTU2KLI03FSX50	Assembled	contig00013	421	+	contig00013	576	-
HTU2KLI03G4O5D	Assembled	contig00010	571	+	contig00010	665	-
HTU2KLI03G3I12	Assembled	contig00007	449	+	contig00007	568	-
HTU2KLI03FP6DQ	Assembled	contig00022	18	+	contig00022	361	-
HTU2KLI03GH1Z5	Assembled	contig00017	271	+	contig00017	411	-
HTU2KLI03GO8XO	Assembled	contig00012	640	-	contig00012	452	+
HTU2KLI03FNM78	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FQZHT	Assembled	contig00033	215	+	contig00026	226	-
HTU2KLI03G3I4B	Assembled	contig00001	1506	-	contig00001	1290	+
HTU2KLI03F77UX	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03FTUF5	Assembled	contig00001	1505	-	contig00001	1313	+
HTU2KLI03GBZQD	Assembled	contig00005	220	+	contig00005	438	-
HTU2KLI03GU1GN	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03G1MV8	Assembled	contig00004	247	+	contig00004	528	-
HTU2KLI03GPDRM	Assembled	contig00002	728	-	contig00002	424	+
HTU2KLI03GKAPN	PartiallyAssembled	contig00002	1310	-	contig00002	1079	+
HTU2KLI03FO1KV	Assembled	contig00004	338	+	contig00004	657	-
HTU2KLI03G0VRG	Assembled	contig00033	125	-	contig00004	990	+
HTU2KLI03GYRWC	PartiallyAssembled	contig00002	797	-	contig00002	492	+
HTU2KLI03G5YI0	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GS367	Assembled	contig00001	1185	-	contig00001	1067	+
HTU2KLI03G4OQI	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03GN3RZ	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GWEOK	Assembled	contig00004	1100	+	contig00033	283	-
HTU2KLI03GKVZ4	Assembled	contig00010	297	-	contig00010	39	+
HTU2KLI03G47D2	Assembled	contig00056	28	-	contig00012	545	+
HTU2KLI03FPYUL	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FQ0EF	Assembled	contig00033	124	-	contig00004	995	+
HTU2KLI03GE6PL	PartiallyAssembled	contig00004	1095	+	contig00033	134	-
HTU2KLI03GYGG1	Singleton
HTU2KLI03G652T	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GLMWX	Assembled	contig00001	1185	-	contig00001	965	+
HTU2KLI03F1L1E	Assembled	contig00022	267	-	contig00022	73	+
HTU2KLI03GUVMK	Assembled	contig00026	330	-	contig00033	242	+
HTU2KLI03F23ZQ	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI03FY6EO	PartiallyAssembled	contig00012	545	+	contig00056	21	-
HTU2KLI03GYI0D	Assembled	contig00035	154	+	contig00035	271	-
HTU2KLI03F5FYG	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03GIAZ7	Assembled	contig00022	347	-	contig00022	73	+
HTU2KLI03GSN5O	Assembled	contig00001	731	+	contig00001	1053	-
HTU2KLI03HCXCM	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03GT2WV	Assembled	contig00003	243	+	contig00003	440	-
HTU2KLI03G9ALA	Assembled	contig00033	272	+	contig00026	171	-
HTU2KLI03FPATX	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GGBVT	Assembled	contig00004	747	+	contig00004	925	-
HTU2KLI03FZQHB	Assembled	contig00026	2	-	contig00058	4	+
HTU2KLI03FJSWX	Assembled	contig00022	374	-	contig00022	114	+
HTU2KLI03F6LGC	Assembled	contig00013	572	-	contig00013	260	+
HTU2KLI03GULDQ	PartiallyAssembled	contig00003	650	+	contig00003	1060	-
HTU2KLI03G9YCO	PartiallyAssembled	contig00022	349	-	contig00012	590	+
HTU2KLI03G27NM	Assembled	contig00033	50	-	contig00004	987	+
HTU2KLI03GVLSZ	Assembled	contig00003	1073	-	contig00003	880	+
HTU2KLI03GU86N	PartiallyAssembled	contig00001	930	+	contig00001	1162	-
HTU2KLI03HE6RF	Singleton
HTU2KLI03GERDP	Assembled	contig00021	342	-	contig00021	197	+
HTU2KLI03GY24K	Assembled	contig00022	362	-	contig00012	587	+
HTU2KLI03G9H28	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03HD0J8	Singleton
HTU2KLI03FJ2QU	Assembled	contig00061	5	-	contig00012	452	+
HTU2KLI03G4IRP	PartiallyAssembled	contig00002	451	+	contig00002	796	-
HTU2KLI03HDDW9	Assembled	contig00002	1314	-	contig00002	1098	+
HTU2KLI03FM9TC	Assembled	contig00002	533	+	contig00002	756	-
HTU2KLI03GDF4Z	Assembled	contig00033	75	+	contig00026	2	-
HTU2KLI03F4YV3	Assembled	contig00012	641	-	contig00012	545	+
HTU2KLI03F43YD	Assembled	contig00002	1082	+	contig00002	1380	-
HTU2KLI03GWRCA	Assembled	contig00004	247	+	contig00004	525	-
HTU2KLI03GHISZ	Assembled	contig00022	166	+	contig00022	346	-
HTU2KLI03F82ZZ	Assembled	contig00012	545	+	contig00056	41	-
HTU2KLI03FK5RG	Assembled	contig00022	267	-	contig00022	73	+
HTU2KLI03FQXC9	Assembled	contig00033	65	+	contig00062	1	-
HTU2KLI03F5EY8	Singleton
HTU2KLI03G6R7T	Assembled	contig00002	1314	-	contig00002	985	+
HTU2KLI03FP6G2	Assembled	contig00005	439	-	contig00005	21	+
HTU2KLI03G9J8X	Assembled	contig00056	31	-	contig00012	545	+
HTU2KLI03GXZOJ	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03HB1OB	Assembled	contig00001	1313	+	contig00001	1506	-
HTU2KLI03FNQQZ	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GWUFV	Assembled	contig00022	75	+	contig00022	344	-
HTU2KLI03GTIXX	Singleton
HTU2KLI03GHQIG	Assembled	contig00056	33	-	contig00012	552	+
HTU2KLI03GITJH	Assembled	contig00026	171	-	contig00033	216	+
HTU2KLI03GZH51	Assembled	contig00004	1112	+	contig00026	1	-
HTU2KLI03FRNDZ	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03F5AN9	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FYAXE	Assembled	contig00056	20	-	contig00012	545	+
HTU2KLI03HBE12	Assembled	contig00012	197	+	contig00012	477	-
HTU2KLI03GOR4K	PartiallyAssembled	contig00004	1117	-	contig00004	877	+
HTU2KLI03GMQG7	Assembled	contig00001	1051	+	contig00001	1182	-
HTU2KLI03FLR50	Assembled	contig00003	326	-	contig00003	184	+
HTU2KLI03FP4E1	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03GOZLZ	Assembled	contig00022	256	+	contig00022	381	-
HTU2KLI03HD4J0	Assembled	contig00026	1	-	contig00033	109	+
HTU2KLI03GRXDR	Assembled	contig00056	22	-	contig00012	545	+
HTU2KLI03FS5G5	Assembled	contig00002	1098	+	contig00002	1285	-
HTU2KLI03FLZDI	Assembled	contig00013	309	+	contig00013	580	-
HTU2KLI03FPQL2	Assembled	contig00012	545	+	contig00056	33	-
HTU2KLI03FKW2B	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FL8OY	PartiallyAssembled	contig00022	369	-	contig00012	632	+
HTU2KLI03GU7JK	Assembled	contig00022	347	-	contig00022	157	+
HTU2KLI03GP5DQ	Assembled	contig00001	728	+	contig00001	1039	-
HTU2KLI03GUP1L	Assembled	contig00004	986	+	contig00033	152	-
HTU2KLI03G18UB	Assembled	contig00001	1217	-	contig00001	1051	+
HTU2KLI03FSFC3	Assembled	contig00033	125	-	contig00004	1114	+
HTU2KLI03G0UZL	TooShort
HTU2KLI03GAYQ5	Assembled	contig00004	1113	+	contig00033	286	-
HTU2KLI03FJR3G	PartiallyAssembled	contig00059	1	-	contig00004	987	+
HTU2KLI03GKPO6	PartiallyAssembled	contig00022	358	-	contig00012	622	+
HTU2KLI03FVZWR	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03GFP66	Assembled	contig00017	339	-	contig00017	185	+
HTU2KLI03GT36N	TooShort
HTU2KLI03HETI9	Assembled	contig00002	825	-	contig00002	690	+
HTU2KLI03FZTZO	Assembled	contig00020	300	+	contig00020	427	-
HTU2KLI03GLSAK	Assembled	contig00002	834	-	contig00002	489	+
HTU2KLI03F8RVZ	Assembled	contig00062	1	-	contig00033	108	+
HTU2KLI03G6XQC	Assembled	contig00053	57	-	contig00034	54	+
HTU2KLI03F48GG	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03F4E0L	Assembled	contig00001	881	-	contig00001	729	+
HTU2KLI03GG5CD	Assembled	contig00002	533	+	contig00002	655	-
HTU2KLI03F8G72	Assembled	contig00026	222	-	contig00026	36	+
HTU2KLI03FOOVN	Assembled	contig00002	533	+	contig00002	829	-
HTU2KLI03GR2XB	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GA62J	Assembled	contig00010	563	+	contig00010	694	-
HTU2KLI03F0XE6	Assembled	contig00012	545	+	contig00012	640	-
HTU2KLI03GWU0T	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03FI1ZK	Assembled	contig00035	268	-	contig00035	154	+
HTU2KLI03F7BSU	Assembled	contig00004	523	-	contig00004	173	+
HTU2KLI03FUDNX	Assembled	contig00010	283	-	contig00010	73	+
HTU2KLI03GZVJN	Assembled	contig00014	312	+	contig00014	399	-
HTU2KLI03F51ZE	PartiallyAssembled	contig00009	374	+	contig00009	703	-
HTU2KLI03GFPBD	Assembled	contig00012	591	-	contig00012	452	+
HTU2KLI03G5HIX	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FNF6E	Assembled	contig00002	536	+	contig00002	800	-
HTU2KLI03G0NES	Assembled	contig00004	250	+	contig00004	457	-
HTU2KLI03FZ65Y	Assembled	contig00002	1073	+	contig00002	1351	-
HTU2KLI03GGV1Y	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI03G5QJO	Assembled	contig00022	73	+	contig00022	353	-
HTU2KLI03GQDXU	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03F06FJ	Assembled	contig00022	73	+	contig00022	347	-
HTU2KLI03FM6RZ	Assembled	contig00001	1181	-	contig00001	930	+
HTU2KLI03G7E51	Assembled	contig00010	562	+	contig00010	689	-
HTU2KLI03FSI4E	Assembled	contig00004	1113	+	contig00033	286	-
HTU2KLI03G1PYR	Assembled	contig00012	545	+	contig00056	30	-
HTU2KLI03GNNIG	Assembled	contig00022	73	+	contig00022	354	-
HTU2KLI03GQJN0	Assembled	contig00001	1220	-	contig00001	1067	+
HTU2KLI03GQRHA	Assembled	contig00004	1113	+	contig00033	163	-
HTU2KLI03HG7BA	Assembled	contig00013	187	-	contig00013	85	+
HTU2KLI03FZBM3	Assembled	contig00022	73	+	contig00022	354	-
HTU2KLI03F873N	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03FYTCL	Assembled	contig00001	1185	-	contig00001	1066	+
HTU2KLI03FS1EP	Assembled	contig00002	537	+	contig00002	827	-
HTU2KLI03FSM8V	Assembled	contig00001	1067	+	contig00001	1185	-
HTU2KLI03FVLRZ	Assembled	contig00002	1073	+	contig00002	1312	-
HTU2KLI03GC92I	Assembled	contig00004	873	+	contig00033	3	-
HTU2KLI03GKE1H	Assembled	contig00011	487	-	contig00011	400	+
HTU2KLI03FOG3H	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03HDB8S	Assembled	contig00007	448	+	contig00007	566	-
HTU2KLI03GNFL3	Assembled	contig00010	308	+	contig00010	507	-
HTU2KLI03FYW72	Assembled	contig00029	196	+	contig00029	302	-
HTU2KLI03F65FH	Assembled	contig00035	156	+	contig00035	271	-
HTU2KLI03FJWQ0	Assembled	contig00007	323	+	contig00007	563	-
HTU2KLI03F7AJL	Assembled	contig00003	1072	-	contig00003	688	+
HTU2KLI03GO0DW	Singleton
HTU2KLI03FI11J	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03GDVY5	PartiallyAssembled	contig00004	915	+	contig00004	1117	-
HTU2KLI03FWEHQ	Assembled	contig00022	343	-	contig00012	547	+
HTU2KLI03HACXB	Singleton
HTU2KLI03GTWPA	Assembled	contig00040	150	-	contig00040	1	+
HTU2KLI03HAF8X	Assembled	contig00007	565	-	contig00007	450	+
HTU2KLI03FS4LF	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FNJ9N	Assembled	contig00012	640	-	contig00012	545	+
HTU2KLI03GVOIU	Singleton
HTU2KLI03G8B1L	Assembled	contig00012	545	+	contig00056	31	-
HTU2KLI03FO7VB	Assembled	contig00007	451	+	contig00007	567	-
HTU2KLI03FV4PN	Assembled	contig00022	73	+	contig00022	346	-
HTU2KLI03FJ975	Assembled	contig00012	545	+	contig00056	41	-
HTU2KLI03GFJ40	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03F0ODP	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03HBH3H	Assembled	contig00004	923	-	contig00004	758	+
HTU2KLI03GKHUM	Assembled	contig00004	989	+	contig00004	1115	-
HTU2KLI03GF7RB	Assembled	contig00001	1181	-	contig00001	963	+
HTU2KLI03GIOSW	Assembled	contig00022	113	+	contig00022	347	-
HTU2KLI03FRKVI	Assembled	contig00060	1	-	contig00012	545	+
HTU2KLI03G3D6M	Assembled	contig00017	411	-	contig00017	280	+
HTU2KLI03HBU79	Assembled	contig00001	965	+	contig00001	1185	-
HTU2KLI03GZ41T	Assembled	contig00002	1019	-	contig00002	692	+
HTU2KLI03FIMNB	Assembled	contig00061	4	-	contig00012	545	+
HTU2KLI03F108K	Assembled	contig00003	1148	-	contig00003	809	+
HTU2KLI03G160M	Assembled	contig00022	73	+	contig00022	372	-
HTU2KLI03GX01O	Assembled	contig00010	420	+	contig00010	683	-
HTU2KLI03FN1QY	Assembled	contig00003	1074	-	contig00003	925	+
HTU2KLI03FO7WH	Assembled	contig00033	161	-	contig00004	1112	+
HTU2KLI03G1ODA	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03G13K5	Assembled	contig00033	287	-	contig00004	1112	+
HTU2KLI03GIBOO	Assembled	contig00012	545	+	contig00056	32	-
HTU2KLI03G191L	Assembled	contig00001	1181	-	contig00001	965	+
HTU2KLI03GFCL3	Assembled	contig00022	344	-	contig00022	75	+
HTU2KLI03G74Q0	PartiallyAssembled	contig00004	1117	-	contig00004	992	+
HTU2KLI03GO60K	Assembled	contig00056	33	-	contig00012	545	+
HTU2KLI03G126Y	Assembled	contig00001	128	+	contig00001	337	-
HTU2KLI03FKB1K	Assembled	contig00012	545	+	contig00022	300	-
HTU2KLI03FZEB1	Assembled	contig00002	884	-	contig00002	603	+
HTU2KLI03FS31S	Assembled	contig00056	28	-	contig00012	545	+
HTU2KLI03F84Y9	Assembled	contig00056	32	-	contig00012	545	+
HTU2KLI03FYTPW	Assembled	contig00007	565	-	contig00007	449	+
